Hours_Studied,Attendance,Previous_Score,Assignments_Completed,Pass
8.9,78,98,8,1
8.4,42,96,1,0
9.9,42,61,8,1
11.8,42,79,8,1
11.6,52,67,7,1
3.7,92,66,7,1
3.5,98,36,8,1
5.6,81,87,1,1
1.4,89,99,2,1
3.9,41,52,7,0
8.6,52,88,1,0
8.3,98,50,1,0
8.5,80,76,1,0
4.6,90,95,9,1
4.5,64,35,2,0
6.8,82,49,2,0
2.1,85,36,6,0
8.8,68,66,10,1
10.8,52,30,9,1
0.1,71,93,8,1
7.3,71,60,3,0
5.7,66,86,1,0
0.1,96,100,4,1
6.7,92,56,0,0
0.7,62,34,2,0
8.0,93,68,5,1
0.6,66,52,2,0
7.3,84,52,7,1
4.3,42,41,4,0
10.8,92,38,6,1
0.8,70,47,1,0
3.3,73,82,8,1
2.5,43,43,9,1
7.5,45,91,9,1
11.8,58,84,9,1
3.1,76,75,2,0
6.0,86,93,7,1
10.6,54,67,3,0
0.3,80,45,3,0
12.0,66,35,5,0
9.7,53,31,10,0
3.4,90,38,4,0
6.6,89,30,1,0
4.1,86,33,2,0
10.0,99,91,7,1
7.7,70,49,10,1
10.4,97,72,7,1
5.0,87,37,8,0
8.7,60,98,0,0
8.2,91,75,1,1
3.4,41,73,6,1
10.1,76,79,2,1
10.4,88,69,5,1
3.3,45,93,3,0
10.0,59,57,8,1
1.3,90,34,3,0
5.3,41,91,8,1
4.1,70,97,4,1
1.7,95,42,8,1
1.6,86,34,7,0
10.4,47,30,4,0
8.2,78,41,5,0
0.6,73,69,0,0
3.7,97,56,5,0
3.4,74,70,7,1
3.3,50,65,1,0
7.5,72,43,3,0
6.6,57,48,4,0
2.1,59,73,8,1
1.6,70,36,1,0
1.0,65,52,9,1
7.6,84,87,9,1
4.0,52,98,1,1
9.1,69,46,1,0
11.0,69,42,7,0
7.7,89,89,7,1
2.7,95,63,5,1
8.4,82,72,5,1
0.4,70,44,5,0
10.1,58,74,9,1
6.1,65,43,5,0
0.9,59,98,7,1
5.0,79,61,8,1
5.8,44,73,3,0
7.1,90,85,9,1
6.5,55,52,10,1
8.9,85,92,1,1
5.6,75,42,7,0
11.5,44,43,10,1
9.3,64,71,7,1
0.7,53,47,9,1
7.6,40,48,10,0
6.4,64,87,3,0
10.5,59,68,6,1
11.0,45,31,9,1
4.9,48,67,0,0
6.6,43,30,8,0
4.3,95,66,0,0
8.4,65,70,6,1
5.2,53,52,7,0
6.7,93,76,6,1
12.0,82,46,2,0
7.8,49,92,10,1
11.9,45,47,10,1
10.3,97,84,9,1
6.1,75,87,6,1
2.2,78,30,9,0
8.8,85,94,4,1
6.6,63,34,0,0
8.5,47,91,1,0
8.8,94,65,7,1
6.3,79,41,3,0
8.9,82,39,10,1
9.6,59,36,5,0
0.1,69,95,7,1
4.0,62,67,4,0
8.3,78,68,9,1
7.6,77,51,9,1
11.9,91,33,4,0
1.5,44,65,4,0
3.4,94,62,0,0
7.2,98,49,10,1
9.7,56,60,7,0
6.3,42,73,1,0
7.1,92,49,7,1
5.0,64,60,10,1
7.7,53,74,0,0
9.1,47,36,2,0
5.7,70,98,3,1
8.5,70,63,2,0
5.2,58,87,6,1
11.5,83,35,1,0
7.6,94,85,9,1
10.3,61,64,4,1
3.1,77,80,7,1
9.0,86,54,8,1
8.3,51,70,8,0
0.1,44,31,6,0
1.2,68,74,3,1
3.0,42,33,9,0
11.3,82,57,9,1
8.5,47,41,9,0
7.9,97,53,1,0
3.0,69,39,10,1
11.9,89,84,10,1
3.9,50,39,4,0
4.6,61,37,4,0
3.2,68,38,7,1
2.4,65,52,10,1
1.7,89,85,3,1
1.3,68,63,1,0
0.8,86,62,7,0
6.0,81,30,0,0
3.2,84,72,6,1
6.2,100,92,7,1
10.1,89,38,8,1
4.6,84,91,1,1
11.2,62,72,10,1
0.7,81,41,5,0
11.5,45,88,4,1
2.1,42,79,10,1
8.4,97,43,10,1
5.8,96,86,3,1
2.3,86,60,7,1
9.5,81,69,7,1
10.0,68,32,0,0
4.1,86,35,6,0
9.7,82,96,7,1
10.4,74,49,9,1
0.9,87,48,7,1
5.7,98,35,3,0
1.6,51,36,4,0
1.2,79,51,9,0
9.8,47,93,9,1
2.6,91,55,6,1
10.0,87,81,5,1
8.2,74,47,5,1
9.5,88,35,9,1
0.8,57,48,6,0
4.4,50,86,3,1
0.5,46,78,2,0
5.8,40,30,2,0
8.5,77,66,6,1
9.5,70,46,3,0
3.3,68,82,3,1
7.3,42,53,7,0
1.1,92,68,5,1
6.7,52,45,8,1
7.4,95,99,8,1
9.2,82,56,4,0
1.4,49,90,7,1
8.0,42,36,10,0
2.5,56,72,9,1
9.1,42,43,0,0
2.1,90,33,7,0
0.9,55,86,9,1
5.0,87,71,3,1
3.9,46,60,6,1
4.5,54,39,7,0
0.7,67,48,3,0
5.5,64,77,2,0
2.3,62,64,3,0
0.4,76,37,4,0
10.2,69,83,2,1
2.6,58,50,10,1
10.9,76,100,3,1
10.3,71,57,9,1
5.6,40,84,3,0
5.2,54,49,9,1
5.0,42,35,7,0
6.1,67,97,6,1
9.6,92,42,7,1
1.0,88,31,6,1
1.6,58,60,10,1
0.2,82,69,2,0
10.3,87,33,7,0
1.7,85,81,2,1
4.4,69,30,10,0
10.7,61,97,0,0
9.0,84,99,9,1
9.5,45,72,0,0
10.9,63,36,1,0
5.6,42,76,5,0
6.7,44,56,2,0
2.9,47,91,9,1
8.4,88,58,5,1
3.2,83,84,4,0
4.5,68,92,8,1
1.5,85,98,10,1
10.8,68,77,10,1
9.7,100,38,3,1
5.5,45,80,2,0
11.5,46,51,4,0
1.8,49,56,8,1
0.3,66,99,2,1
5.0,87,32,4,0
0.3,91,59,8,1
4.9,61,71,7,1
8.4,93,100,7,1
6.8,97,69,2,1
2.7,63,66,0,0
3.4,50,50,8,0
11.7,93,49,2,0
0.5,60,46,7,0
2.2,75,34,10,0
4.1,63,87,8,1
6.4,47,33,6,0
9.2,100,88,5,1
11.6,74,94,5,1
3.5,97,67,9,1
9.6,86,86,5,1
8.8,97,35,2,0
1.4,41,81,9,1
5.4,45,71,0,0
2.3,73,58,4,0
1.0,94,87,10,1
1.0,72,80,3,1
7.2,72,37,10,1
1.8,94,84,5,1
0.1,62,74,4,1
10.5,45,57,7,1
5.0,68,66,2,0
11.6,67,83,2,1
7.2,49,56,4,0
10.4,61,38,9,1
1.1,66,64,6,0
5.5,76,47,3,0
4.6,75,92,0,1
3.6,77,68,7,1
5.6,41,30,2,0
11.5,93,90,1,1
10.7,66,52,7,1
7.7,41,45,4,0
11.6,78,76,9,1
5.2,56,90,1,0
8.8,41,63,2,0
1.8,69,47,5,0
3.3,66,75,0,0
6.4,99,39,8,1
7.5,88,42,9,1
6.5,95,70,10,1
3.3,84,76,1,0
4.2,49,31,2,0
4.5,71,82,5,1
2.0,53,49,8,0
2.3,97,97,8,1
8.4,91,44,6,1
0.9,92,46,0,0
3.7,63,47,7,1
7.2,88,73,2,1
0.3,92,45,3,0
8.3,84,59,4,0
1.6,45,84,1,0
9.3,88,85,0,0
0.4,82,95,9,1
1.4,56,35,1,0
0.1,46,45,9,0
10.8,51,74,0,0
10.2,100,65,9,1
1.9,72,60,8,1
1.2,77,31,8,0
2.3,58,51,8,0
8.7,99,57,8,1
5.7,84,53,7,1
1.3,93,75,6,1
6.2,66,44,5,0
1.3,48,93,5,1
6.7,42,40,5,0
4.6,69,69,10,1
5.3,75,82,4,1
5.1,94,38,7,1
4.4,40,92,10,1
5.3,82,40,1,0
4.8,77,43,2,0
11.7,61,55,9,1
4.9,54,84,7,1
8.6,77,64,10,1
4.3,82,81,7,1
1.8,69,43,1,0
6.0,80,47,0,0
0.6,44,93,10,1
2.1,78,71,2,0
7.5,88,39,10,1
9.2,90,89,3,1
6.0,72,63,8,1
10.3,74,32,0,0
10.6,47,79,7,1
4.5,69,34,0,0
7.9,89,68,2,0
1.6,85,79,7,1
6.8,71,100,10,1
5.6,75,50,8,0
3.2,77,78,9,1
9.2,58,71,0,0
0.5,93,76,5,1
7.0,88,73,6,1
4.1,62,82,5,0
2.9,55,69,9,1
8.3,95,69,1,0
0.2,60,34,7,0
5.1,72,83,4,0
5.6,41,70,6,1
3.9,46,92,1,0
2.5,71,94,10,1
7.4,63,85,3,1
10.2,90,39,8,1
3.2,59,81,3,1
11.5,85,42,9,1
0.8,91,97,7,1
4.2,44,68,8,1
5.2,74,70,3,0
3.0,72,88,10,1
2.2,41,96,2,0
2.6,92,89,4,1
6.4,79,85,9,1
0.7,52,76,7,0
1.8,83,68,6,1
10.3,98,38,10,1
4.9,92,66,10,1
8.2,55,81,3,0
2.3,55,69,7,1
11.9,67,34,3,0
1.6,56,65,10,1
7.7,42,92,0,0
10.8,60,68,1,0
4.9,63,41,6,1
8.7,48,60,1,0
6.0,47,96,10,1
11.4,99,97,4,1
1.1,78,45,5,0
7.0,64,60,6,0
1.3,53,65,7,0
10.4,43,92,8,1
11.4,60,99,6,1
3.0,57,48,5,0
4.4,59,32,10,1
7.3,93,36,10,1
6.6,59,76,10,1
10.4,94,86,6,1
11.5,99,62,4,0
9.9,55,68,3,1
1.9,68,70,10,1
0.4,95,40,7,1
5.0,93,72,6,1
9.8,92,50,4,0
4.2,78,100,5,1
0.3,43,53,10,1
7.7,40,81,3,0
3.8,45,44,2,0
8.6,89,46,9,1
9.5,60,87,7,1
1.6,51,71,4,0
5.0,51,80,6,1
10.6,54,32,0,0
7.8,80,59,1,0
2.4,84,51,0,0
5.1,56,49,1,0
2.0,76,45,0,0
5.2,98,88,10,1
2.7,53,54,4,0
5.9,48,85,3,1
11.9,58,54,6,0
9.5,41,67,4,0
5.4,55,77,9,1
5.5,40,90,2,1
11.7,65,57,6,1
8.8,56,39,1,0
0.6,99,60,7,1
12.0,100,35,0,0
7.4,59,80,10,1
11.6,75,35,9,0
2.0,71,73,7,1
3.8,73,85,2,0
3.8,48,93,4,1
11.1,58,63,9,1
11.1,73,70,6,1
3.8,71,49,8,1
7.9,91,86,0,0
0.7,51,34,7,0
8.5,67,44,7,0
4.3,85,92,7,1
10.2,95,48,1,0
2.4,58,53,2,0
9.9,76,57,9,1
0.0,89,53,6,1
3.0,71,42,5,0
8.2,83,45,6,0
11.1,46,71,2,0
5.5,85,91,7,1
3.2,82,30,5,0
7.9,100,87,5,1
12.0,98,46,3,1
9.6,58,71,0,0
6.6,78,78,1,0
2.1,89,81,1,0
2.5,64,81,4,1
11.5,49,45,4,0
5.2,91,69,10,1
4.3,46,77,8,1
5.3,64,90,4,1
5.1,88,84,5,1
5.2,67,41,0,0
11.7,83,58,10,1
1.9,71,97,10,1
1.0,69,85,1,1
5.7,49,46,10,1
10.1,73,84,4,1
6.6,98,35,8,0
5.1,46,89,10,1
9.8,62,62,9,1
6.0,47,89,2,1
10.1,42,40,6,0
3.6,77,88,10,1
9.7,61,53,3,0
9.0,78,63,10,1
6.4,40,80,1,0
7.9,69,81,10,1
7.2,71,68,9,1
7.4,84,80,4,1
1.6,52,44,0,0
2.3,41,56,7,0
7.8,67,98,3,1
9.2,49,90,6,1
2.0,49,86,7,1
10.3,77,61,3,0
10.0,65,36,5,0
7.6,85,85,6,1
8.8,78,100,4,1
4.8,72,92,3,1
6.3,67,70,8,1
10.7,66,90,1,1
11.3,62,87,6,1
3.5,52,90,5,1
6.1,77,73,9,1
8.6,69,46,4,0
4.7,66,76,7,1
10.1,79,56,4,1
1.0,70,46,2,0
7.3,46,83,7,1
2.5,43,32,5,0
4.3,50,52,8,0
0.8,67,44,9,0
6.7,71,63,5,1
9.2,89,64,2,1
10.5,78,43,0,0
5.3,69,44,1,0
7.3,94,43,8,0
1.3,80,45,3,0
1.9,58,86,8,1
10.4,49,76,5,1
1.5,52,86,6,1
0.1,93,90,5,1
2.1,57,77,6,1
8.0,49,97,6,1
1.7,67,82,6,1
11.4,73,76,0,0
9.2,85,96,1,0
3.8,89,51,6,0
9.1,82,49,9,1
7.6,85,96,4,1
10.6,84,100,4,1
3.8,62,31,4,0
7.3,49,81,7,1
10.7,79,86,5,1
9.4,65,55,4,0
6.4,64,46,8,1
3.4,45,95,8,1
4.1,80,50,0,0
9.6,77,63,3,1
3.6,67,94,1,1
10.1,56,94,5,1
9.1,100,45,7,1
8.8,69,73,3,1
11.9,76,98,9,1
3.6,82,47,6,0
3.0,60,96,9,1
9.3,69,42,2,0
9.9,45,41,0,0
1.6,53,87,1,0
6.3,77,96,6,1
7.0,80,84,7,1
11.4,86,83,2,0
1.5,85,88,2,1
6.2,73,45,3,0
0.4,50,77,1,0
4.9,47,77,9,1
6.3,47,77,4,1
3.6,71,33,2,0
7.1,43,69,4,0
9.8,71,30,1,0
0.8,42,83,7,1
6.8,97,73,6,1
8.6,78,46,2,0
5.5,68,87,2,1
3.9,91,82,6,1
4.7,74,35,10,1
8.8,81,41,2,0
6.9,90,69,8,1
7.7,45,54,9,1
9.1,76,96,3,1
6.0,41,45,10,1
2.2,41,65,3,0
8.5,96,86,1,1
7.3,65,35,7,1
0.3,67,53,6,0
6.3,64,62,1,0
1.2,50,66,2,0
9.2,49,69,6,1
0.7,60,53,0,0
3.6,46,70,2,0
3.9,64,45,0,0
9.0,77,60,7,1
6.1,100,44,4,0
5.6,66,38,7,0
7.6,98,32,4,0
7.0,46,61,8,1
1.5,76,82,7,1
7.6,53,48,5,0
2.0,55,98,6,1
6.7,42,30,7,0
7.4,81,51,0,0
11.1,57,62,10,1
4.2,80,57,9,1
3.4,50,98,9,1
1.1,84,45,2,0
12.0,96,85,3,1
11.5,60,73,10,1
9.0,68,64,3,0
3.9,53,88,9,1
11.0,48,30,9,0
10.8,83,52,6,1
8.4,71,80,8,1
10.5,81,39,8,0
10.0,82,86,10,1
11.7,64,75,6,1
9.2,84,31,1,0
11.2,68,31,3,0
9.1,83,75,3,0
7.4,59,58,3,0
11.6,42,65,7,1
8.5,53,30,3,0
7.7,47,65,9,1
2.0,52,52,1,0
9.0,48,63,9,1
10.6,86,65,3,1
0.3,84,98,9,1
6.7,69,30,6,0
11.3,43,71,6,1
4.9,47,96,7,1
6.2,42,58,0,0
5.0,68,70,0,0
4.0,96,33,3,0
5.1,44,61,3,0
3.7,80,42,0,0
9.7,77,72,4,0
5.7,61,36,5,0
2.8,44,86,1,0
6.9,45,37,0,0
10.7,84,38,2,0
9.6,43,68,9,1
0.8,83,37,8,0
10.2,65,42,9,1
2.8,78,31,7,0
9.5,96,42,5,1
8.1,41,88,8,1
2.3,46,31,9,0
7.1,93,54,9,1
6.1,62,83,7,1
5.3,55,47,0,0
3.7,67,95,10,1
3.7,96,99,2,1
3.7,61,67,5,1
6.2,82,48,0,0
9.8,75,36,6,0
11.7,80,55,1,0
8.0,84,89,9,1
10.2,76,72,9,1
3.9,46,88,0,0
11.0,80,58,3,0
2.6,70,72,6,1
2.2,40,76,0,0
0.4,47,48,4,0
7.6,98,76,0,1
2.4,58,52,3,0
8.6,61,100,3,1
0.3,93,63,1,0
8.1,64,44,5,1
3.7,55,77,5,1
11.3,91,85,1,0
10.6,48,54,3,0
8.3,60,84,10,1
0.6,79,54,8,1
1.8,55,36,10,1
10.5,94,95,9,1
2.5,45,90,10,1
2.0,64,95,5,1
5.6,60,77,8,1
8.6,71,90,4,1
7.7,90,34,3,0
2.4,95,60,6,1
5.1,64,50,5,0
1.0,88,40,4,0
4.2,77,35,7,0
4.0,68,89,6,1
9.7,60,64,6,0
5.3,56,39,5,0
3.5,72,95,8,1
9.4,99,59,1,0
4.3,74,55,5,0
4.0,59,65,3,0
12.0,94,99,4,1
3.6,92,74,6,1
9.9,88,31,7,1
11.9,100,49,6,1
8.7,53,90,3,1
9.4,88,89,7,1
1.0,94,54,6,1
8.4,53,86,7,1
0.4,48,46,4,0
0.1,91,75,5,1
5.1,88,81,8,1
7.0,76,34,2,0
11.4,61,80,6,1
4.7,74,79,3,1
3.9,68,68,1,0
8.1,51,34,9,0
2.2,44,79,4,0
3.5,73,38,7,0
6.2,50,71,6,1
11.9,48,98,6,1
0.8,97,56,2,1
3.7,92,90,2,1
11.3,77,55,8,1
5.5,52,30,2,0
9.9,78,61,8,1
6.8,71,88,7,1
8.8,58,88,5,1
8.5,59,80,9,1
10.2,66,61,2,0
8.8,69,79,10,1
6.8,65,35,3,0
1.9,96,98,4,1
0.8,86,57,7,1
9.1,47,77,1,0
6.1,89,71,6,1
3.0,72,35,7,0
7.7,83,89,6,1
4.8,52,80,0,0
1.4,98,47,5,1
5.6,69,38,1,0
2.9,100,86,2,1
3.3,50,51,0,0
2.1,47,98,6,1
8.1,40,64,2,0
2.1,85,34,10,1
5.3,43,96,10,1
7.9,46,79,4,0
7.2,43,78,3,1
4.5,55,55,1,0
0.3,40,73,3,0
0.8,96,42,10,1
2.0,66,95,1,1
3.9,80,54,9,1
6.5,100,84,1,0
1.3,60,52,0,0
3.8,64,57,7,0
7.9,57,77,0,0
2.6,59,93,1,1
9.5,99,51,4,1
7.2,80,79,10,1
9.3,48,72,2,0
10.6,60,91,1,0
7.3,77,87,6,1
8.9,72,31,3,0
9.1,47,69,3,0
9.1,79,40,0,0
6.0,52,49,6,0
0.5,99,86,5,1
3.8,90,35,8,1
5.0,92,66,0,0
8.8,61,61,3,0
10.9,82,61,10,1
2.7,95,78,8,1
5.3,40,38,7,0
2.3,80,48,3,0
2.1,75,56,3,0
5.1,69,69,2,0
2.9,51,61,4,0
5.4,80,55,4,1
5.8,100,76,6,1
5.6,67,94,9,1
9.1,92,91,0,1
5.1,45,68,9,1
6.6,51,62,6,0
5.4,64,91,1,0
8.6,52,49,3,0
10.3,86,77,7,1
5.0,65,77,6,1
7.7,77,39,6,1
11.9,47,79,9,1
9.2,56,74,8,1
7.6,63,37,10,1
5.1,55,61,7,0
9.8,80,33,10,1
3.1,69,48,4,0
6.9,82,50,0,0
1.1,85,79,6,1
11.7,45,96,3,1
2.0,67,62,4,0
6.4,96,78,9,1
4.9,96,41,1,0
9.3,62,48,4,0
11.2,65,69,0,0
9.8,40,42,1,0
5.0,66,66,6,0
4.5,85,47,3,0
6.0,47,87,9,1
2.2,43,53,3,0
10.8,66,86,10,1
1.3,80,51,1,0
4.5,57,38,5,0
2.8,71,42,0,0
9.0,40,35,1,0
9.5,64,96,4,1
5.7,61,84,5,1
10.7,60,60,5,1
4.5,43,75,5,1
0.0,95,81,2,0
1.5,73,65,3,0
7.4,82,90,8,1
2.3,80,71,0,0
10.5,91,71,10,1
7.3,65,40,5,0
11.2,99,90,10,1
10.9,86,79,4,1
8.5,95,96,9,1
8.6,42,46,7,0
3.6,83,100,7,1
5.4,47,91,10,1
2.9,50,41,1,0
8.6,50,71,6,1
2.6,56,90,10,1
1.6,74,92,1,1
4.0,54,38,10,0
10.9,87,78,10,1
6.7,94,85,3,1
1.4,45,44,1,0
7.1,52,44,9,0
10.2,64,30,4,0
6.4,94,79,6,1
4.4,83,46,8,1
7.1,46,80,0,0
5.5,49,67,3,0
5.5,78,66,2,0
10.2,92,34,9,1
6.0,84,45,4,1
8.5,70,57,7,1
11.6,43,72,2,0
2.5,86,58,0,0
9.3,94,92,6,1
9.8,98,50,0,0
4.0,83,90,5,1
4.7,73,66,4,1
2.3,94,100,6,1
3.9,90,36,4,0
2.0,48,86,7,1
1.7,53,55,10,0
8.7,76,43,10,1
10.3,64,84,10,1
11.1,46,75,7,1
0.6,72,73,9,1
1.8,86,81,3,0
2.9,71,68,9,1
7.8,64,41,7,1
7.8,57,86,5,0
1.4,47,92,10,1
6.1,41,91,4,1
1.1,77,53,6,0
7.7,67,68,9,1
3.9,85,98,2,1
8.4,65,98,8,1
6.2,77,98,10,1
9.0,82,45,2,0
8.3,40,87,5,0
1.5,53,50,1,0
10.2,42,40,1,0
4.4,74,51,6,1
7.9,55,68,0,0
6.2,90,67,10,1
1.7,71,70,8,1
12.0,78,98,8,1
1.2,92,35,3,0
1.7,94,57,2,0
2.6,62,65,2,0
5.1,75,62,4,0
10.8,65,88,1,1
8.1,100,48,8,1
7.6,57,54,5,0
7.8,72,50,6,1
3.8,90,85,6,1
7.2,44,64,1,0
8.2,66,38,5,0
4.4,61,64,2,0
2.7,40,42,6,0
2.7,100,43,1,0
8.7,59,92,1,1
8.4,95,66,8,1
1.2,43,51,5,0
4.7,62,98,8,1
10.2,70,46,4,0
6.2,49,46,2,0
8.8,43,77,3,0
5.0,69,53,7,1
9.6,72,66,4,1
6.2,85,59,4,1
1.0,59,82,5,1
7.6,44,60,1,0
0.7,87,66,8,1
9.7,40,84,10,1
8.8,70,93,8,1
8.1,74,45,6,0
2.3,93,30,6,0
9.0,55,97,10,1
7.3,50,97,3,0
4.4,48,95,5,1
5.1,64,51,5,1
4.1,83,61,8,1
10.3,58,68,7,1
2.6,87,80,3,1
11.1,81,95,0,1
10.7,94,92,0,1
7.4,61,68,5,0
4.2,86,53,6,0
1.2,71,55,1,0
10.8,66,45,7,0
9.2,56,58,7,1
3.6,67,53,8,1
1.3,68,86,2,0
9.0,40,75,3,0
3.4,48,80,6,1
10.8,50,55,7,1
11.8,47,83,7,1
9.6,85,46,5,1
9.4,65,94,6,1
11.5,90,32,2,0
6.0,89,60,0,0
4.1,78,31,6,0
3.4,45,84,3,0
8.8,51,61,4,0
10.4,84,61,10,1
2.4,85,43,8,1
2.3,94,49,3,0
4.8,57,54,2,0
7.4,45,36,6,0
3.7,80,59,3,0
5.8,72,84,10,1
1.3,63,65,5,1
3.0,97,36,2,0
0.6,87,71,3,0
3.4,78,42,6,0
11.4,63,72,4,0
8.0,83,100,2,1
8.9,63,97,9,1
7.8,53,79,1,0
1.6,87,45,0,0
10.9,81,54,3,0
11.1,44,99,9,1
8.7,88,55,8,1
0.5,52,83,8,1
10.7,88,74,5,1
8.6,98,85,1,1
6.3,100,94,0,0
3.3,48,67,0,0
0.7,84,54,6,1
6.4,72,39,2,0
6.1,75,79,6,1
2.5,40,50,9,0
8.4,96,95,7,1
8.6,56,68,3,0
3.2,47,51,3,0
2.9,42,48,4,0
3.2,90,36,10,1
11.9,53,98,1,0
4.2,78,77,5,0
8.5,75,63,2,0
7.3,60,37,10,1
9.9,54,65,2,0
0.2,82,43,6,1
3.1,80,100,3,1
2.6,57,56,9,1
10.3,65,49,7,0
8.7,63,48,7,0
2.2,51,52,3,0
11.3,51,66,0,0
10.6,92,80,10,1
0.8,44,84,3,0
7.7,65,42,8,0
9.0,40,42,6,0
1.3,40,35,2,0
1.0,49,31,0,0
1.3,87,73,1,0
5.8,76,86,2,0
5.7,55,37,8,0
7.5,47,32,0,0
3.6,72,83,2,0
2.7,54,84,6,1
7.9,54,79,10,1
9.9,47,92,2,1
2.7,58,75,1,0
1.4,99,40,0,0
2.1,73,72,9,1
5.1,97,68,9,1
4.2,46,64,7,1
11.2,91,39,0,0
11.7,89,48,5,0
5.4,90,91,1,0
5.1,86,65,2,0
11.9,51,79,5,1
5.1,84,82,9,1
4.0,91,61,6,1
6.0,74,93,8,1
2.8,45,83,8,1
8.3,87,58,1,0
0.0,94,32,5,0
11.5,98,44,0,0
4.3,94,47,4,0
10.0,75,83,3,1
2.7,87,47,1,0
8.4,64,33,6,0
8.4,82,39,7,1
10.4,41,48,5,0
2.9,40,83,2,0
5.6,48,97,4,1
8.7,68,31,4,0
0.7,81,34,9,1
6.0,40,80,6,1
10.5,75,63,9,1
8.5,67,50,4,1
6.3,100,46,3,0
0.7,65,53,8,1
0.9,84,89,7,1
7.7,92,78,2,0
4.5,67,54,4,0
0.9,78,72,0,0
2.0,46,38,3,0
9.1,59,54,8,0
11.2,55,64,1,0
6.8,76,91,0,0
1.1,59,31,5,0
11.5,72,54,5,1
8.7,48,42,5,0
8.9,46,94,2,0
9.6,70,34,4,0
8.2,45,41,3,0
9.7,81,48,2,0
6.0,86,96,5,1
1.6,58,76,9,1
5.2,97,79,3,1
7.3,44,49,9,1
6.0,91,31,2,0
3.7,95,41,7,0
3.8,99,67,2,0
6.9,62,41,1,0
9.3,56,90,4,1
5.3,99,47,1,0
5.9,63,66,6,1
7.4,83,46,7,1
10.1,100,70,5,1
5.0,68,63,10,1
11.7,43,61,8,0
10.2,58,78,2,0
10.2,54,79,7,1
4.2,69,98,7,1
2.2,46,80,6,0
3.9,60,73,9,1
8.4,70,44,4,0
6.5,100,90,2,1
3.8,42,78,0,0
4.3,67,90,3,0
10.4,100,84,4,1
2.1,49,38,4,0
3.6,85,87,6,1
8.0,56,53,0,0
10.8,61,68,2,0
11.3,70,90,8,1
1.9,84,85,5,1
6.8,92,31,8,1
7.2,44,48,5,0
9.9,86,70,0,0
5.5,49,93,5,1
11.6,66,63,8,1
11.9,100,46,10,1
11.6,46,34,3,0
2.3,84,99,2,1
2.6,53,54,10,1
0.2,92,76,0,0
3.7,92,45,7,1
5.5,66,75,5,1
5.1,88,72,1,1
5.5,63,52,8,1
6.5,64,66,10,1
5.2,58,42,1,0
1.2,81,32,9,1
1.2,87,99,1,1
6.0,91,34,10,1
5.0,54,88,8,1
2.3,70,45,5,1
11.0,66,80,0,1
9.4,72,66,4,1
3.2,93,83,10,1
10.8,66,34,0,0
9.5,93,96,9,1
2.0,76,85,3,1
4.7,79,80,0,1
6.9,48,79,2,0
3.8,50,85,3,0
9.6,72,45,10,1
4.7,88,63,8,1
3.9,45,41,0,0
7.5,77,49,0,0
6.5,45,78,0,0
1.6,69,75,2,0
10.8,59,54,8,1
8.7,91,78,4,1
3.3,99,48,10,1
11.8,95,43,1,0
7.2,46,48,4,0
2.2,44,93,5,1
2.5,46,92,0,0
5.8,80,39,3,0
4.5,60,87,2,0
0.1,51,34,1,0
11.9,70,99,0,0
8.9,99,45,3,0
6.4,73,95,2,1
4.4,97,57,0,0
2.6,86,46,4,0
2.4,45,74,8,1
5.6,91,93,6,1
4.8,52,62,2,0
10.2,85,65,6,1
9.5,77,69,2,1
11.4,71,85,7,1
9.0,92,70,9,1
4.6,52,75,5,1
9.8,68,51,0,0
3.0,66,67,9,1
7.7,73,75,6,1
2.2,60,84,2,0
0.9,82,77,5,1
3.8,40,70,0,0
2.6,76,71,3,0
4.6,78,57,8,1
6.7,85,39,9,1
5.1,88,85,5,1
2.4,43,93,7,1
3.3,47,45,7,0
3.9,64,60,9,1
0.2,90,30,7,0
10.1,65,34,8,1
0.5,81,32,1,0
10.0,66,68,4,0
4.1,45,70,7,1
4.7,84,88,7,1
11.6,47,77,9,1
2.7,92,31,2,0
3.9,84,85,3,1
2.3,97,77,8,1
11.2,95,36,4,1
0.5,43,68,1,0
8.3,90,78,4,1
11.1,77,88,1,0
10.3,88,82,10,1
1.5,73,60,9,1
5.9,57,71,7,1
3.2,58,40,5,0
10.5,82,56,1,0
5.9,53,31,10,0
9.8,52,92,1,0
9.8,88,97,8,1
9.1,59,88,10,1
6.1,98,46,3,1
4.6,68,95,3,1
2.3,57,84,2,0
11.4,76,43,2,0
1.3,47,60,0,0
2.2,41,90,10,1
4.2,47,100,1,0
2.5,65,94,6,1
0.6,57,77,1,0
4.6,99,84,3,1
4.8,78,65,8,1
6.2,46,36,10,0
1.3,47,36,0,0
2.9,74,42,4,0
7.4,85,81,6,1
2.6,92,64,7,1
9.4,62,66,9,1
0.0,51,94,9,1
3.7,98,60,2,0
0.8,51,72,7,0
0.2,70,84,5,0
11.7,96,39,2,0
10.2,78,75,7,1
5.9,55,90,1,0
0.2,83,67,3,0
2.0,49,42,1,0
8.8,68,92,5,1
3.1,71,62,5,0
9.9,59,72,8,1
10.3,97,91,1,1
6.2,80,32,2,0
10.3,82,48,5,0
2.9,87,85,5,1
1.1,98,78,10,1
3.3,80,99,7,1
10.5,51,63,10,1
4.0,77,83,4,1
0.5,73,73,9,1
9.5,76,74,4,0
0.1,99,48,7,1
6.3,58,50,4,0
0.8,58,31,7,0
